2023-02-28 09:48:46,187 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-02-28 09:49:49,844 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 09:50:24,479 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 12:39:12,586 [Worker-0: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 13:30:03,701 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 15:41:08,807 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 15:48:05,800 [Worker-32: https://ftp.jaist.ac.jp/pub/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.dltk.core.index_6.2.0.202005020530.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {s}->https://ftp.jaist.ac.jp:443
2023-02-28 15:48:07,003 [Worker-43: https://ftp.jaist.ac.jp/pub/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.dltk.launching_6.2.0.202005020530.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {s}->https://ftp.jaist.ac.jp:443
2023-02-28 15:49:18,249 [Worker-28: https://mirror.kakao.com/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.jst.ws.annotations.core_1.2.200.v202008101342.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (java.net.SocketException) caught when processing request to {s}->https://mirror.kakao.com:443
2023-02-28 15:50:04,733 [Worker-34: https://ftp.jaist.ac.jp/pub/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.wst.json.jshint.ui_1.0.300.v202211200019.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {s}->https://ftp.jaist.ac.jp:443
2023-02-28 15:50:06,636 [Worker-39: https://ftp.jaist.ac.jp/pub/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.wst.server.preview.adapter_1.1.600.v202106111324.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {s}->https://ftp.jaist.ac.jp:443
2023-02-28 15:50:28,954 [Worker-45: https://ftp.jaist.ac.jp/pub/eclipse/releases/2022-12/202212071000/plugins/org.eclipse.wst.xsl.doc_1.1.0.v202110312208.jar] INFO  o.a.h.c.h.i.c.HttpRequestRetryExec - Recoverable I/O exception (org.apache.hc.core5.http.NoHttpResponseException) caught when processing request to {s}->https://ftp.jaist.ac.jp:443
2023-02-28 16:17:27,372 [Worker-1: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-02-28 17:44:28,245 [Worker-3: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is up-to-date. Trying to read.
2023-03-01 12:32:09,508 [Worker-2: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2023-03-01 12:33:27,519 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/am/ik/archetype/elm-spring-boot-blank-archetype/0.0.3/elm-spring-boot-blank-archetype-0.0.3.pom
2023-03-01 12:33:27,537 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/am/ik/archetype/elm-spring-boot-blank-archetype/0.0.3/elm-spring-boot-blank-archetype-0.0.3.pom
2023-03-01 12:33:27,595 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/am/ik/archetype/elm-spring-boot-blank-archetype/0.0.3/elm-spring-boot-blank-archetype-0.0.3.jar
2023-03-01 12:33:27,612 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/am/ik/archetype/elm-spring-boot-blank-archetype/0.0.3/elm-spring-boot-blank-archetype-0.0.3.jar
2023-03-01 12:41:11,750 [Worker-7: Creating project "butterfly"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-install-plugin/2.4/maven-install-plugin-2.4.jar
2023-03-01 12:41:11,773 [Worker-7: Creating project "butterfly"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-install-plugin/2.4/maven-install-plugin-2.4.jar
2023-03-01 12:41:11,782 [Worker-7: Creating project "butterfly"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-deploy-plugin/2.7/maven-deploy-plugin-2.7.jar
2023-03-01 12:41:11,788 [Worker-7: Creating project "butterfly"] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/plugins/maven-deploy-plugin/2.7/maven-deploy-plugin-2.7.jar
2023-03-01 12:41:12,426 [Worker-7: Creating project "butterfly"] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.firstproject:butterfly:0.0.1-SNAPSHOT @ /home/beehyv/eclipse-workspace/WebDevUsingJava/butterfly/pom.xml.
2023-03-01 12:41:12,908 [Worker-7: Creating project "butterfly"] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /butterfly/src/main/java
2023-03-01 12:41:12,909 [Worker-7: Creating project "butterfly"] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /butterfly/src/main/resources
2023-03-01 12:41:12,910 [Worker-7: Creating project "butterfly"] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /butterfly/src/test/java
2023-03-01 12:41:12,910 [Worker-7: Creating project "butterfly"] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /butterfly/src/test/resources
2023-03-01 12:41:13,407 [Worker-11: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2023-03-01 12:41:13,423 [Worker-11: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-03-01 12:41:13,428 [Worker-11: Building] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2023-03-01 12:41:13,429 [Worker-11: Building] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-03-01 12:42:23,670 [main] INFO  o.e.m2e.actions.ExecutePomAction - Creating new launch configuration
2023-03-01 12:42:35,943 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149 [597])
2023-03-01 12:42:35,955 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149
2023-03-01 12:42:35,955 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/aether-connector-okhttp-0.17.8.jar
2023-03-01 12:42:35,955 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/commons-cli-1.4.jar
2023-03-01 12:42:35,955 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/commons-io-2.6.jar
2023-03-01 12:42:35,955 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/commons-lang3-3.8.1.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/guice-4.2.2-no_aop.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/jansi-2.4.0.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-artifact-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-builder-support-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-compat-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-core-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-embedder-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-model-3.8.6.jar
2023-03-01 12:42:35,956 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-model-builder-3.8.6.jar
2023-03-01 12:42:35,957 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-plugin-api-3.8.6.jar
2023-03-01 12:42:35,957 [Worker-17: Launching Executing test in _home_beehyv_eclipse-workspace_WebDevUsingJava_butterfly] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /home/beehyv/.p2/pool/plugins/org.eclipse.m2e.maven.runtime_3.8.604.20221130-2149/jars/maven-repository-metadata-3.8.6.jar
